time,sim2real,rid,cid,gid,mode,battery,critical
0.1,1,0,-1,-1,4,89.99998,False
0.1,1,1,-1,-1,4,79.99998,False
0.1,1,2,-1,-1,4,69.99998,False
0.1,1,3,-1,-1,4,59.99998,False
0.1,1,4,-1,-1,4,49.99998,False
0.1,1,5,-1,-1,4,39.99998,False
0.1,1,6,-1,-1,4,89.99998,False
0.1,1,7,-1,-1,4,79.99998,False
0.1,1,8,-1,-1,4,69.99998,False
0.1,1,9,-1,-1,4,59.99998,False
0.1,1,10,-1,-1,4,49.99998,False
0.1,1,11,-1,-1,4,39.99998,False
0.1,1,12,-1,-1,4,79.99998,False
0.1,1,13,-1,-1,4,69.99998,False
0.1,1,14,-1,-1,4,59.99998,False
0.1,1,15,-1,-1,4,49.99998,False
0.1,1,16,-1,-1,4,39.99998,False
0.1,1,17,-1,-1,4,59.99998,False
0.1,1,18,-1,-1,4,49.99998,False
0.1,1,19,-1,-1,4,39.99998,False
0.1,1,20,-1,-1,4,59.99998,False
0.1,1,21,-1,-1,4,49.99998,False
0.1,1,22,-1,-1,4,39.99998,False
0.1,1,23,-1,-1,4,59.99998,False
0.1,1,24,-1,-1,4,49.99998,False
0.1,1,25,-1,-1,4,39.99998,False
0.1,1,26,-1,-1,4,59.99998,False
0.1,1,27,-1,-1,4,49.99998,False
0.1,1,28,-1,-1,4,39.99998,False
0.1,1,29,-1,-1,4,59.99998,False
0.1,1,30,-1,-1,4,49.99998,False
0.1,1,31,-1,-1,4,39.99998,False
0.1,1,32,-1,-1,4,59.99998,False
0.1,1,33,-1,-1,4,49.99998,False
0.1,1,34,-1,-1,4,39.99998,False
0.1,1,35,-1,-1,4,59.99998,False
0.1,1,36,-1,-1,4,49.99998,False
0.1,1,37,-1,-1,4,39.99998,False
0.1,1,38,-1,-1,4,59.99998,False
0.1,1,39,-1,-1,4,49.99998,False
0.2,1,0,-1,-1,1,89.99859111111111,False
0.2,1,1,-1,-1,1,79.99859111111111,False
0.2,1,2,-1,-1,1,69.99859111111111,False
0.2,1,3,-1,-1,1,59.99859111111111,False
0.2,1,4,-1,-1,1,49.99859111111111,False
0.2,1,5,-1,-1,1,39.99859111111111,False
0.2,1,6,-1,-1,1,89.99859111111111,False
0.2,1,7,-1,-1,1,79.99859111111111,False
0.2,1,8,-1,-1,1,69.99859111111111,False
0.2,1,9,-1,-1,1,59.99859111111111,False
0.2,1,10,-1,-1,1,49.99859111111111,False
0.2,1,11,-1,-1,1,39.99859111111111,False
0.2,1,12,-1,-1,1,79.99859111111111,False
0.2,1,13,-1,-1,1,69.99859111111111,False
0.2,1,14,-1,-1,1,59.99859111111111,False
0.2,1,15,-1,-1,1,49.99859111111111,False
0.2,1,16,-1,-1,1,39.99859111111111,False
0.2,1,17,-1,-1,1,59.99859111111111,False
0.2,1,18,-1,-1,1,49.99859111111111,False
0.2,1,19,-1,-1,1,39.99859111111111,False
0.2,1,20,-1,-1,1,59.99859111111111,False
0.2,1,21,-1,-1,1,49.99859111111111,False
0.2,1,22,-1,-1,1,39.99859111111111,False
0.2,1,23,-1,-1,1,59.99859111111111,False
0.2,1,24,-1,-1,1,49.99859111111111,False
0.2,1,25,-1,-1,1,39.99859111111111,False
0.2,1,26,-1,-1,1,59.99859111111111,False
0.2,1,27,-1,-1,1,49.99859111111111,False
0.2,1,28,-1,-1,1,39.99859111111111,False
0.2,1,29,-1,-1,1,59.99859111111111,False
0.2,1,30,-1,-1,1,49.99859111111111,False
0.2,1,31,-1,-1,1,39.99859111111111,False
0.2,1,32,-1,-1,1,59.99859111111111,False
0.2,1,33,-1,-1,1,49.99859111111111,False
0.2,1,34,-1,-1,1,39.99859111111111,False
0.2,1,35,-1,-1,1,59.99859111111111,False
0.2,1,36,-1,-1,1,49.99859111111111,False
0.2,1,37,-1,-1,1,39.99859111111111,False
0.2,1,38,-1,-1,1,59.99859111111111,False
0.2,1,39,-1,-1,1,49.99859111111111,False
0.30000000000000004,1,0,-1,-1,1,89.99720222222223,False
0.30000000000000004,1,1,-1,-1,1,79.99720222222223,False
0.30000000000000004,1,2,-1,-1,1,69.99720222222223,False
0.30000000000000004,1,3,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,4,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,5,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,6,-1,-1,1,89.99720222222223,False
0.30000000000000004,1,7,-1,-1,1,79.99720222222223,False
0.30000000000000004,1,8,-1,-1,1,69.99720222222223,False
0.30000000000000004,1,9,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,10,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,11,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,12,-1,-1,1,79.99720222222223,False
0.30000000000000004,1,13,-1,-1,1,69.99720222222223,False
0.30000000000000004,1,14,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,15,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,16,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,17,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,18,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,19,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,20,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,21,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,22,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,23,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,24,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,25,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,26,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,27,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,28,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,29,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,30,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,31,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,32,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,33,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,34,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,35,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,36,-1,-1,1,49.99720222222222,False
0.30000000000000004,1,37,-1,-1,1,39.99720222222222,False
0.30000000000000004,1,38,-1,-1,1,59.99720222222222,False
0.30000000000000004,1,39,-1,-1,1,49.99720222222222,False
0.4,1,0,-1,-1,1,89.99581333333334,False
0.4,1,1,-1,-1,1,79.99581333333334,False
0.4,1,2,-1,-1,1,69.99581333333334,False
0.4,1,3,-1,-1,1,59.99581333333333,False
0.4,1,4,-1,-1,1,49.99581333333333,False
0.4,1,5,-1,-1,1,39.99581333333333,False
0.4,1,6,-1,-1,1,89.99581333333334,False
0.4,1,7,-1,-1,1,79.99581333333334,False
0.4,1,8,-1,-1,1,69.99581333333334,False
0.4,1,9,-1,-1,1,59.99581333333333,False
0.4,1,10,-1,-1,1,49.99581333333333,False
0.4,1,11,-1,-1,1,39.99581333333333,False
0.4,1,12,-1,-1,1,79.99581333333334,False
0.4,1,13,-1,-1,1,69.99581333333334,False
0.4,1,14,-1,-1,1,59.99581333333333,False
0.4,1,15,-1,-1,1,49.99581333333333,False
0.4,1,16,-1,-1,1,39.99581333333333,False
0.4,1,17,-1,-1,1,59.99581333333333,False
0.4,1,18,-1,-1,1,49.99581333333333,False
0.4,1,19,-1,-1,1,39.99581333333333,False
0.4,1,20,-1,-1,1,59.99581333333333,False
0.4,1,21,-1,-1,1,49.99581333333333,False
0.4,1,22,-1,-1,1,39.99581333333333,False
0.4,1,23,-1,-1,1,59.99581333333333,False
0.4,1,24,-1,-1,1,49.99581333333333,False
0.4,1,25,-1,-1,1,39.99581333333333,False
0.4,1,26,-1,-1,1,59.99581333333333,False
0.4,1,27,-1,-1,1,49.99581333333333,False
0.4,1,28,-1,-1,1,39.99581333333333,False
0.4,1,29,-1,-1,1,59.99581333333333,False
0.4,1,30,-1,-1,1,49.99581333333333,False
0.4,1,31,-1,-1,1,39.99581333333333,False
0.4,1,32,-1,-1,1,59.99581333333333,False
0.4,1,33,-1,-1,1,49.99581333333333,False
0.4,1,34,-1,-1,1,39.99581333333333,False
0.4,1,35,-1,-1,1,59.99581333333333,False
0.4,1,36,-1,-1,1,49.99581333333333,False
0.4,1,37,-1,-1,1,39.99581333333333,False
0.4,1,38,-1,-1,1,59.99581333333333,False
0.4,1,39,-1,-1,1,49.99581333333333,False
0.5,1,0,-1,-1,1,89.99442444444446,False
0.5,1,1,-1,-1,1,79.99442444444446,False
0.5,1,2,-1,-1,1,69.99442444444446,False
0.5,1,3,-1,-1,1,59.99442444444444,False
0.5,1,4,-1,-1,1,49.99442444444444,False
0.5,1,5,-1,-1,1,39.99442444444444,False
0.5,1,6,-1,-1,1,89.99442444444446,False
0.5,1,7,-1,-1,1,79.99442444444446,False
0.5,1,8,-1,-1,1,69.99442444444446,False
0.5,1,9,-1,-1,1,59.99442444444444,False
0.5,1,10,-1,-1,1,49.99442444444444,False
0.5,1,11,-1,-1,1,39.99442444444444,False
0.5,1,12,-1,-1,1,79.99442444444446,False
0.5,1,13,-1,-1,1,69.99442444444446,False
0.5,1,14,-1,-1,1,59.99442444444444,False
0.5,1,15,-1,-1,1,49.99442444444444,False
0.5,1,16,-1,-1,1,39.99442444444444,False
0.5,1,17,-1,-1,1,59.99442444444444,False
0.5,1,18,-1,-1,1,49.99442444444444,False
0.5,1,19,-1,-1,1,39.99442444444444,False
0.5,1,20,-1,-1,1,59.99442444444444,False
0.5,1,21,-1,-1,1,49.99442444444444,False
0.5,1,22,-1,-1,1,39.99442444444444,False
0.5,1,23,-1,-1,1,59.99442444444444,False
0.5,1,24,-1,-1,1,49.99442444444444,False
0.5,1,25,-1,-1,1,39.99442444444444,False
0.5,1,26,-1,-1,1,59.99442444444444,False
0.5,1,27,-1,-1,1,49.99442444444444,False
0.5,1,28,-1,-1,1,39.99442444444444,False
0.5,1,29,-1,-1,1,59.99442444444444,False
0.5,1,30,-1,-1,1,49.99442444444444,False
0.5,1,31,-1,-1,1,39.99442444444444,False
0.5,1,32,-1,-1,1,59.99442444444444,False
0.5,1,33,-1,-1,1,49.99442444444444,False
0.5,1,34,-1,-1,1,39.99442444444444,False
0.5,1,35,-1,-1,1,59.99442444444444,False
0.5,1,36,-1,-1,1,49.99442444444444,False
0.5,1,37,-1,-1,1,39.99442444444444,False
0.5,1,38,-1,-1,1,59.99442444444444,False
0.5,1,39,-1,-1,1,49.99442444444444,False
0.6,1,0,-1,-1,2,89.99407722222224,False
0.6,1,1,-1,-1,2,79.99407722222224,False
0.6,1,2,-1,-1,2,69.99407722222224,False
0.6,1,3,-1,-1,2,59.99407722222222,False
0.6,1,4,-1,-1,2,49.99407722222222,False
0.6,1,5,-1,-1,1,39.99303555555555,False
0.6,1,6,-1,-1,2,89.99407722222224,False
0.6,1,7,-1,-1,2,79.99407722222224,False
0.6,1,8,-1,-1,2,69.99407722222224,False
0.6,1,9,-1,-1,2,59.99407722222222,False
0.6,1,10,-1,-1,2,49.99407722222222,False
0.6,1,11,-1,-1,1,39.99303555555555,False
0.6,1,12,-1,-1,2,79.99407722222224,False
0.6,1,13,-1,-1,2,69.99407722222224,False
0.6,1,14,-1,-1,2,59.99407722222222,False
0.6,1,15,-1,-1,2,49.99407722222222,False
0.6,1,16,-1,-1,1,39.99303555555555,False
0.6,1,17,-1,-1,2,59.99407722222222,False
0.6,1,18,-1,-1,2,49.99407722222222,False
0.6,1,19,-1,-1,1,39.99303555555555,False
0.6,1,20,-1,-1,2,59.99407722222222,False
0.6,1,21,-1,-1,2,49.99407722222222,False
0.6,1,22,-1,-1,1,39.99303555555555,False
0.6,1,23,-1,-1,2,59.99407722222222,False
0.6,1,24,-1,-1,2,49.99407722222222,False
0.6,1,25,-1,-1,1,39.99303555555555,False
0.6,1,26,-1,-1,2,59.99407722222222,False
0.6,1,27,-1,-1,2,49.99407722222222,False
0.6,1,28,-1,-1,2,39.99407722222222,False
0.6,1,29,-1,-1,2,59.99407722222222,False
0.6,1,30,-1,-1,2,49.99407722222222,False
0.6,1,31,-1,-1,2,39.99407722222222,False
0.6,1,32,-1,-1,2,59.99407722222222,False
0.6,1,33,-1,-1,2,49.99407722222222,False
0.6,1,34,-1,-1,2,39.99407722222222,False
0.6,1,35,-1,-1,2,59.99407722222222,False
0.6,1,36,-1,-1,2,49.99407722222222,False
0.6,1,37,-1,-1,2,39.99407722222222,False
0.6,1,38,-1,-1,2,59.99407722222222,False
0.6,1,39,-1,-1,2,49.99407722222222,False
0.7,1,0,-1,-1,2,89.99373000000003,False
0.7,1,1,-1,-1,2,79.99373000000003,False
0.7,1,2,-1,-1,2,69.99373000000003,False
0.7,1,3,-1,-1,2,59.99372999999999,False
0.7,1,4,-1,-1,2,49.99372999999999,False
0.7,1,5,-1,-1,1,39.99164666666666,False
0.7,1,6,-1,-1,2,89.99373000000003,False
0.7,1,7,-1,-1,2,79.99373000000003,False
